blockNo,blockhash,ticket1,winningNumber1,ticket2,winningNumber2
3800822,53107,49517,13,55371,11
3800823,2013,64155,11,2828,12
3800824,28087,1912,8,53655,7
3800825,34080,37810,2,61284,4
3800826,36573,18837,5,16067,3
3800827,49013,63117,13,46220,12
3800828,62115,61752,8,35726,14
3800829,2104,12722,2,62842,10
3800830,60129,15589,5,48229,5
3800831,47560,2231,7,50968,8
3800832,10850,10365,13,11457,1
3800833,27041,43991,7,37675,11
3800834,17558,56504,8,34104,8
3800835,30258,15515,11,13,13
3800836,51188,27946,10,35281,1
3800837,59395,56266,10,25520,0
3800838,1673,36000,0,52823,7
3800839,7667,16601,9,10125,13
3800840,13088,27509,5,52589,13
3800841,6041,22321,1,51524,4
3800842,35610,36735,15,6979,3
3800843,5892,24602,10,57207,7
3800844,56522,50059,11,5922,2
3800845,30218,53361,1,57942,6
3800846,48765,64505,9,8251,11
3800847,44885,10583,7,30397,13
3800848,56483,29975,7,59545,9
3800849,56202,24114,2,49973,5
3800850,16060,36778,10,31606,6
3800851,54149,17009,1,46954,10
3800852,38959,25468,12,51434,10
3800853,3402,49528,8,45983,15
3800854,39717,17681,1,54339,3
3800855,1487,61870,14,33023,15
3800856,6370,51675,11,49424,0
3800857,40078,43188,4,46211,3
3800858,31169,57069,13,26074,10
3800859,18016,48785,1,45567,15
3800860,36001,37651,3,28445,13
3800861,18441,46123,11,13312,0
3800862,6113,63544,8,46419,3
3800863,25023,14854,6,11601,1
3800864,44116,10061,13,44806,6
3800865,61580,2333,13,58619,11
3800866,21418,10244,4,567,7
3800867,37915,49762,2,26091,11
3800868,55181,53719,7,17127,7
3800869,36462,15152,0,3750,6
3800870,18633,24233,9,52203,11
3800871,61782,38293,5,33692,12
3800872,52838,28161,1,20972,12
3800873,27546,65409,1,49722,10
3800874,45646,4089,9,37428,4
3800875,62438,29499,11,58256,0
3800876,56818,58853,5,36076,12
3800877,18581,46131,3,41442,2
3800878,57095,4624,0,41341,13
3800879,24705,8241,1,46402,2
3800880,27576,51736,8,42936,8
3800881,47558,40032,0,46356,4
3800882,3654,37852,12,27710,14
3800883,54811,62876,12,9987,3
3800884,47013,62647,7,23489,1
3800885,33931,49098,10,6658,2
3800886,53024,45846,6,32531,3
3800887,3226,51045,5,57943,7
3800888,13751,51723,11,51115,11
3800889,56621,1908,4,36237,13
3800890,15148,21545,9,31044,4
3800891,38020,51785,9,32040,8
3800892,52430,57233,1,44224,0
3800893,60948,55269,5,44795,11
3800894,25808,46363,11,6792,8
3800895,17507,27662,14,10271,15
3800896,10746,33745,1,29331,3
3800897,40831,49612,12,26957,13
3800898,4329,63078,6,1190,6
3800899,41623,4120,8,25368,8
3800900,20625,48108,12,20649,9
3800901,51379,14620,12,49763,3
3800902,56629,7739,11,49009,1
3800903,49142,54955,11,34455,7
3800904,41755,28202,10,32473,9
3800905,57509,41500,12,12168,8
3800906,33059,10897,1,60004,4
3800907,7570,63738,10,4337,1
3800908,33110,64428,12,37567,15
3800909,55524,48353,1,62340,4
3800910,3935,27862,6,22889,9
3800911,26764,51999,15,16476,12
3800912,6406,2583,7,60703,15
3800913,23406,40446,14,27116,12
3800914,19102,37178,10,64688,0
3800915,28447,44236,12,11393,1
3800916,37105,4008,8,43284,4
3800917,53657,27195,11,2227,3
3800918,42277,16337,1,8838,6
3800919,61540,64471,7,14549,5
3800920,1557,11072,0,28680,8
3800921,42587,44452,4,56339,3
3800922,7003,23939,3,13679,15
3800923,9106,12087,7,18742,6
3800924,40026,36457,9,1775,15
3800925,46863,26638,14,51719,7
3800926,49108,63497,9,12393,9
3800927,48764,46144,0,53043,3
3800928,60590,53700,4,63902,14
3800929,18326,48554,10,30369,1
3800930,35124,31908,4,65324,12
3800931,30520,57514,10,64207,15
3800932,20077,16997,5,63065,9
3800933,65048,38395,11,19112,8
3800934,38492,31331,3,5094,6
3800935,58664,50145,1,21678,14
3800936,16505,63585,1,22271,15
3800937,9208,46694,6,40582,6
3800938,49531,39524,4,60966,6
3800939,47062,10998,6,18375,7
3800940,5566,37200,0,39308,12
3800941,11121,10889,9,52313,9
3800942,44308,39252,4,26184,8
3800943,45061,36222,14,31101,13
3800944,9762,35941,5,36194,2
3800945,55889,43575,7,36874,10
3800946,58023,39359,15,22106,10
3800947,37420,13059,3,48631,7
3800948,12508,30324,4,16880,0
3800949,34638,6824,8,12452,4
3800950,26935,230,6,40726,6
3800951,44402,53470,14,46813,13
3800952,28150,5804,12,2987,11
3800953,27065,51827,3,8412,12
3800954,57400,1766,6,21756,12
3800955,45124,10004,4,50916,4
3800956,35860,10949,5,38351,15
3800957,12254,39148,12,15411,3
3800958,33216,62875,11,47173,5
3800959,48790,20000,0,31712,0
3800960,52686,3289,9,31526,6
3800961,22157,54456,8,5344,0
3800962,2339,6821,5,32829,13
3800963,57448,20954,10,43730,2
3800964,62676,42814,14,60919,7
3800965,37709,29669,5,442,10
3800966,50454,20151,7,22792,8
3800967,51565,42560,0,59018,10
3800968,42265,47630,14,25953,1
3800969,47218,21317,5,9344,0
3800970,35340,24385,1,46736,0
3800971,22217,19700,4,54017,1
3800972,41712,32946,2,55655,7
3800973,33055,39686,6,10238,14
3800974,39534,55108,4,13163,11
3800975,54702,4310,6,63283,3
3800976,32255,15589,5,37488,0
3800977,57423,31227,11,34174,14
3800978,29430,38001,1,26430,14
3800979,2329,53298,2,58288,0
3800980,45516,43755,11,7336,8
3800981,38007,45012,4,46854,6
3800982,59448,5664,0,46891,11
3800983,10989,2660,4,40726,6
3800984,5225,5961,9,45176,8
3800985,18854,2203,11,28116,4
3800986,52953,32046,14,28598,6
3800987,41020,52097,1,54172,12
3800988,34206,7583,15,39002,10
3800989,19720,10808,8,51167,15
3800990,60017,20391,7,35994,10
3800991,20496,28718,14,40399,15
3800992,23447,26028,12,3121,1
3800993,14203,24769,1,14215,7
3800994,61793,11582,14,16905,9
3800995,36030,63281,1,64149,5
3800996,45350,1902,14,20529,1
3800997,21500,24421,5,40485,5
3800998,33407,43209,9,64420,4
3800999,49467,7951,15,15990,6
3801000,7985,56646,6,56959,15
3801001,64625,57774,14,54252,12
3801002,9021,39997,13,2360,8
3801003,54883,15369,9,61869,13
3801004,49128,3968,0,39699,3
3801005,54160,56150,6,53650,2
3801006,38656,60024,8,50745,9
3801007,20974,3815,7,1200,0
3801008,64555,48568,8,30570,10
3801009,20090,62316,12,37558,6
3801010,48957,53102,14,11585,1
3801011,15404,35293,13,13665,1
3801012,18345,42017,1,21786,10
3801013,65349,34912,0,5672,8
3801014,4852,63247,15,14388,4
3801015,64747,30449,1,43510,6
3801016,21591,46206,14,33369,9
3801017,21313,27364,4,51956,4
3801018,45046,54762,10,62450,2
3801019,56986,12837,5,23994,10
3801020,14132,34456,8,52087,7
3801021,53642,34641,1,8113,1
3801022,13395,57314,2,55141,5
3801023,34643,61638,6,8537,9
3801024,25966,6103,7,3950,14
3801025,16160,20023,7,62985,9
3801026,20593,12375,7,16791,7
3801027,58138,23160,8,35184,0
3801028,48661,51895,7,29538,2
3801029,9205,18943,15,37210,10
3801030,7302,64372,4,44814,14
3801031,36349,14824,8,11596,12
3801032,45984,20591,15,48150,6
3801033,30329,61996,12,51676,12
3801034,44195,57877,5,57243,11
3801035,46480,6699,11,3991,7
3801036,24787,58400,0,24911,15
3801037,27324,15448,8,60371,3
3801038,55981,6580,4,39836,12
3801039,33588,2140,12,40510,14
3801040,7232,55491,3,42739,3
3801041,13666,28619,11,25119,15
3801042,53364,49794,2,18081,1
3801043,18725,24024,8,35899,11
3801044,17600,8777,9,56671,15
3801045,20757,42896,0,2675,3
3801046,151,40603,11,38683,11
3801047,35526,14121,9,31184,0
3801048,64251,63675,11,44189,13
3801049,55791,50501,5,33934,14
3801050,44293,7766,6,39217,1
3801051,12775,32564,4,2377,9
3801052,27365,42178,2,31086,14
3801053,13621,37492,4,46487,7
3801054,44686,38854,6,26061,13
3801055,46978,24978,2,45665,1
3801056,38495,30413,13,29123,3
3801057,42428,53485,13,38061,13
3801058,10879,31490,2,52711,7
3801059,41895,38,6,21320,8
3801060,54447,53545,9,57906,2
3801061,25464,15110,6,41603,3
3801062,35659,34715,11,35978,10
3801063,41505,7007,15,4008,8
3801064,25064,9130,10,29283,3
3801065,51480,6284,12,58421,5
3801066,48552,9522,2,42191,15
3801067,64973,13065,9,11163,11
3801068,41117,31994,10,5852,12
3801069,53839,26674,2,22655,15
3801070,50172,6875,11,23170,2
3801071,17746,63854,14,63769,9
3801072,48160,45304,8,11085,13
3801073,23968,14290,2,43579,11
3801074,48042,35758,14,30625,1
3801075,45310,60172,12,4862,14
3801076,65279,51749,5,41534,14
3801077,52425,27519,15,60645,5
3801078,8369,1824,0,23308,12
3801079,63970,36081,1,35141,5
3801080,63854,64563,3,56580,4
3801081,45120,47394,2,59479,7
3801082,49262,10331,11,30677,5
3801083,821,22995,3,42338,2
3801084,60062,11705,9,2515,3
3801085,24848,7112,8,33354,10
3801086,47056,53091,3,18190,14
3801087,48591,43748,4,7253,5
3801088,50522,26955,11,60467,3
3801089,32270,16169,9,19228,12
3801090,58494,17548,12,22073,9
3801091,19913,65243,11,18779,11
3801092,51028,7474,2,6168,8
3801093,9397,26030,14,58268,12
3801094,42404,49977,9,13263,15
3801095,6651,48609,1,17083,11
3801096,65464,54645,5,51539,3
3801097,49024,33050,10,59171,3
3801098,55467,1215,15,37191,7
3801099,15825,16393,9,620,12
3801100,29053,5809,1,42832,0
3801101,24185,45717,5,36884,4
3801102,20475,23726,14,46427,11
3801103,23582,25726,14,43602,2
3801104,32690,30157,13,15917,13
3801105,31306,40759,7,58179,3
3801106,28022,20667,11,3712,0
3801107,34239,57329,1,21518,14
3801108,57404,28401,1,29345,1
3801109,34828,42623,15,34833,1
3801110,9417,24883,3,47177,9
3801111,45510,21006,14,64161,1
3801112,59603,3879,7,57350,6
3801113,9096,30390,6,40209,1
3801114,17285,64776,8,12909,13
3801115,26807,54401,1,61939,3
3801116,28714,30012,12,29970,2
3801117,48588,57457,1,15088,0
3801118,63579,24016,0,35769,9
3801119,56563,6574,14,27336,8
3801120,9611,46830,14,7722,10
3801121,47642,45855,15,17658,10
3801122,11026,27856,0,44838,6
3801123,12775,3056,0,35169,1
3801124,53517,16432,0,61818,10
3801125,17529,55716,4,61524,4
3801126,35285,45871,15,44050,2
3801127,32514,61796,4,7496,8
3801128,59436,32607,15,30142,14
3801129,46987,49511,7,42154,10
3801130,22594,1339,11,20416,0
3801131,56437,42096,0,4081,1
3801132,8075,14430,14,28566,6
3801133,54038,2866,2,40052,4
3801134,27747,19809,1,15144,8
3801135,26535,54134,6,53760,0
3801136,62033,26733,13,3599,15
3801137,21512,15795,3,34640,0
3801138,31010,12891,11,44920,8
3801139,20553,3453,13,42585,9
3801140,50786,30106,10,41787,11
3801141,58396,10444,12,13653,5
3801142,32336,30764,12,35214,14
3801143,64346,9560,8,27745,1
3801144,4415,18886,6,37725,13
3801145,32661,54972,12,2515,3
3801146,48029,10153,9,38266,10
3801147,63411,21685,5,53546,10
3801148,1101,47475,3,25036,12
3801149,33183,25964,12,40469,5
3801150,21362,52355,3,23297,1
3801151,39017,37341,13,26870,6
3801152,4383,50757,5,19149,13
3801153,29735,6387,3,22548,4
3801154,36597,16357,5,49998,14
3801155,5174,32698,10,16988,12
3801156,47150,16416,0,61801,9
3801157,23276,61510,6,3730,2
3801158,37402,53537,1,8529,1
3801159,33296,64096,0,10182,6
3801160,22670,6031,15,54078,14
3801161,65084,37779,3,25352,8
3801162,48853,50474,10,40057,9
3801163,25993,16783,15,19743,15
3801164,24583,2649,9,5938,2
3801165,23276,30076,12,21892,4
3801166,62808,13024,0,55541,5
3801167,41287,19843,3,6183,7
3801168,42555,64534,6,34172,12
3801169,44591,50461,13,20339,3
3801170,24016,7620,4,49388,12
3801171,13076,8896,0,16603,11
3801172,52066,58218,10,33344,0
3801173,42766,46446,14,14494,14
3801174,28705,10807,7,1441,1
3801175,53910,35421,13,46330,10
3801176,50478,31488,0,30251,11
3801177,34505,38954,10,47094,6
3801178,19554,43743,15,37281,1
3801179,3396,42983,7,3972,4
3801180,20742,32763,11,65426,2
3801181,10654,40824,8,13191,7
3801182,53840,16888,8,29978,10
3801183,32650,9015,7,38959,15
3801184,52418,9978,10,32664,8
3801185,876,47310,14,3258,10
3801186,27275,46783,15,12700,12
3801187,3425,57182,14,17516,12
3801188,32237,14169,9,35967,15
3801189,10845,16201,9,29451,11
3801190,37527,10681,9,9238,6
3801191,22814,62230,6,17848,8
3801192,50121,16494,14,41072,0
3801193,10440,13211,11,8024,8
3801194,28651,55206,6,12485,5
3801195,21173,24806,6,34661,5
3801196,39912,21596,12,15880,8
3801197,35909,12734,14,11836,12
3801198,43530,41261,13,27134,14
3801199,38181,9624,8,18660,4
3801200,7636,10477,13,56842,10
3801201,64417,49542,6,17862,6
3801202,46914,38115,3,50006,6
3801203,44120,10515,3,30311,7
3801204,35373,10982,6,64479,15
3801205,58896,63992,8,55644,12
3801206,20314,10467,3,31694,14
3801207,14402,19582,14,652,12
3801208,36542,1115,11,22405,5
3801209,4175,32932,4,17427,3
3801210,44844,59382,6,54372,4
3801211,45328,15859,3,45972,4
3801212,23837,48001,1,56911,15
3801213,23298,61,13,60006,6
3801214,15141,44739,3,25899,11
3801215,26704,8385,1,26815,15
3801216,28970,27839,15,3177,9
3801217,35769,11614,14,22863,15
3801218,58581,21257,9,53016,8
3801219,23498,13191,7,42073,9
3801220,23593,2691,3,56691,3
3801221,3993,57150,14,11498,10
3801222,35496,30494,14,22046,14
3801223,45825,63945,9,61290,10
3801224,47122,18109,13,30563,3
3801225,37743,49769,9,26552,8
3801226,15297,64720,0,32720,0
3801227,792,39151,15,64114,2
3801228,65198,2297,9,50377,9
3801229,31639,62929,1,11287,7
3801230,33875,33560,8,23784,8
3801231,51894,58098,2,35651,3
3801232,14996,53357,13,45179,11
3801233,16573,46908,12,61440,0
3801234,43314,29374,14,7205,5
3801235,26997,29456,0,48527,15
3801236,34942,35906,2,46024,8
3801237,54621,65276,12,2022,6
3801238,3885,48397,13,35129,9
3801239,39804,17212,12,37645,13
3801240,9539,60750,14,33605,5
3801241,59053,19025,1,20414,14
3801242,32790,64908,12,5402,10
3801243,57936,30241,1,5300,4
3801244,23153,22460,12,19703,7
3801245,33599,47302,6,54716,12
3801246,58980,35021,13,29691,11
3801247,34595,2310,6,33174,6
3801248,41318,58558,14,51033,9
3801249,32018,51645,13,24945,1
3801250,21045,13809,1,36426,10
3801251,29108,43921,1,39151,15
3801252,60180,17092,4,37836,12
3801253,17364,1441,1,42204,12
3801254,8114,26930,2,10946,2
3801255,8886,6134,6,20314,10
3801256,52916,34946,2,26025,9
3801257,5607,36470,6,33166,14
3801258,19671,7442,2,46245,5
3801259,25532,22465,1,45819,11
3801260,51897,61989,5,21394,2
3801261,46762,17422,14,13196,12
3801262,35954,59270,6,51734,6
3801263,20133,60584,8,45938,2
3801264,55331,43224,8,57402,10
3801265,16001,4114,2,3820,12
3801266,55593,43060,4,35690,10
3801267,13240,63194,10,14975,15
3801268,15397,26475,11,49101,13
3801269,15275,62778,10,42216,8
3801270,30541,26783,15,36696,8
3801271,29517,453,5,60079,15
3801272,42496,41246,14,21940,4
3801273,44189,47579,11,3572,4
3801274,14173,45898,10,28724,4
3801275,2006,20288,0,958,14
3801276,12330,3754,10,32888,8
3801277,11120,29242,10,18337,1
3801278,13523,47949,13,53182,14
3801279,1645,51921,1,35889,1
3801280,13161,15386,10,32730,10
3801281,4459,28283,11,13372,12
3801282,31545,59821,13,2268,12
3801283,63377,32247,7,29857,1
3801284,54394,11892,4,9358,14
3801285,4455,21617,1,43928,8
3801286,30355,33779,3,50343,7
3801287,56310,35866,10,28942,14
3801288,62931,43843,3,38299,11
3801289,25333,22241,1,39781,5
3801290,34386,30634,10,5882,10
3801291,64559,49849,9,38871,7
3801292,61371,30086,6,23276,12
3801293,53447,30805,5,62787,3
3801294,26331,15791,15,27221,5
3801295,26424,14526,14,38,6
3801296,60975,2627,3,39282,2
3801297,35978,4177,1,28132,4
3801298,2036,6280,8,42866,2
3801299,64038,63091,3,59309,13
3801300,12844,53263,15,42094,14
3801301,49090,12060,12,48082,2
3801302,50009,23293,13,21503,15
3801303,18542,27079,7,11461,5
3801304,39031,53446,6,46156,12
3801305,58297,18829,13,10488,8
3801306,59305,60686,14,19812,4
3801307,36821,35470,14,8688,0
3801308,9102,23874,2,22919,7
3801309,46060,28940,12,33721,9
3801310,35300,22400,0,63798,6
3801311,60199,31795,3,5200,0
3801312,2822,4889,9,43029,5
3801313,2166,52869,5,3824,0
3801314,19451,5187,3,13994,10
3801315,3694,42884,4,50085,5
3801316,2294,20838,6,37948,12
3801317,50686,40951,7,3163,11
3801318,45022,42892,12,46551,7
3801319,45333,64498,2,25160,8
3801320,52380,45091,3,62879,15
3801321,24901,3215,15,28262,6
3801322,33726,5002,10,62320,0
3801323,64371,24216,8,13460,4
3801324,22455,63676,12,58378,10
3801325,31414,53605,5,35469,13
3801326,9471,55252,4,39223,7
3801327,10593,62752,0,26581,5
3801328,4089,31022,14,2114,2
3801329,32616,16768,0,4269,13
3801330,36348,38005,5,28935,7
3801331,46668,62774,6,52849,1
3801332,48242,8399,15,20074,10
3801333,4059,54374,6,64902,6
3801334,43889,55550,14,53995,11
3801335,9752,4651,11,4351,15
3801336,28526,7438,14,61469,13
3801337,17733,9455,15,63785,9
3801338,17129,55953,1,27836,12
3801339,63657,51577,9,63638,6
3801340,60897,47965,13,50238,14
3801341,33279,46433,1,11052,12
3801342,22616,42038,6,44833,1
3801343,30883,26821,5,12708,4
3801344,5699,48452,4,36110,14
3801345,61997,45947,11,45626,10
3801346,45607,50423,7,46011,11
3801347,5272,33621,5,51730,2
3801348,57511,61638,6,32470,6
3801349,30681,52724,4,20617,9
3801350,31165,48974,14,61423,15
3801351,15482,17802,10,22661,5
3801352,37221,65447,7,30274,2
3801353,55585,7082,10,24763,11
3801354,39456,48735,15,52795,11
3801355,55409,61502,14,54209,1
3801356,5732,61939,3,19059,3
3801357,31919,10274,2,11764,4
3801358,3208,26763,11,37766,6
3801359,21721,38762,10,46308,4
3801360,59486,30396,12,20812,12
3801361,2378,63798,6,12303,15
3801362,53613,60031,15,6903,7
3801363,31151,11514,10,42993,1
3801364,48961,65404,12,7628,12
3801365,22774,61580,12,7374,14
3801366,52286,41388,12,42571,11
3801367,15033,23030,6,21596,12
3801368,38827,36441,9,22527,15
3801369,25603,32942,14,57931,11
3801370,7985,6953,9,33412,4
3801371,24282,12836,4,37453,13
3801372,54996,29061,5,33837,13
3801373,17526,5809,1,43064,8
3801374,4458,46588,12,23344,0
3801375,2142,64621,13,29908,4
3801376,41262,54646,6,48676,4
3801377,25645,59447,7,39236,4
3801378,46489,44941,13,46841,9
3801379,1214,7554,2,12770,2
3801380,32949,9466,10,47228,12
3801381,2631,13344,0,29613,13
3801382,62705,43650,2,16475,11
3801383,55311,10718,14,57359,15
3801384,22337,27338,10,20716,12
3801385,46921,8042,10,36988,12
3801386,60150,45313,1,42285,13
3801387,56157,11723,11,174,14
3801388,9301,10628,4,51500,12
3801389,16829,34569,9,3966,14
3801390,15155,62030,14,18990,14
3801391,13386,8549,5,20777,9
3801392,35403,46641,1,15162,10
3801393,58025,49266,2,10527,15
3801394,58682,30942,14,20015,15
3801395,55687,30467,3,21856,0
3801396,35343,49551,15,8069,5
3801397,15711,26496,0,57375,15
3801398,15251,62735,15,63537,1
3801399,36145,24477,13,40663,7
3801400,55057,7848,8,5619,3
3801401,19481,46721,1,29245,13
3801402,31292,61496,8,2842,10
3801403,35916,51107,3,18336,0
3801404,24656,18144,0,44582,6
3801405,49503,63994,10,58962,2
3801406,22958,33371,11,9420,12
3801407,4071,23553,1,18842,10
3801408,41295,43828,4,44280,8
3801409,57207,55790,14,12999,7
3801410,55717,7617,1,49747,3
3801411,34192,17584,0,39702,6
3801412,27408,2490,10,50622,14
3801413,35099,46480,0,105,9
3801414,8229,1309,13,48155,11
3801415,44426,25873,1,62802,2
3801416,42956,38879,15,49168,0
3801417,61998,35029,5,34753,1
3801418,40493,13235,3,36464,0
3801419,36729,47395,3,27937,1
3801420,20880,11313,1,54280,8
3801421,51131,61174,6,44974,14
3801422,17413,49990,6,39142,6
3801423,32303,9124,4,45491,3
3801424,48925,21783,7,17493,5
3801425,48189,20606,14,29458,2
3801426,26518,5736,8,18417,1
3801427,60248,31156,4,31830,6
3801428,32735,1539,3,43537,1
3801429,46191,21134,14,5239,7
3801430,11311,20429,13,18615,7
3801431,48315,63362,2,7311,15
3801432,55870,27210,10,54023,7
3801433,2652,46802,2,31138,2
3801434,63790,24476,12,21211,11
3801435,51714,58178,2,5990,6
3801436,61506,65212,12,16179,3
3801437,20239,20359,7,18374,6
3801438,24624,40053,5,18086,6
3801439,2219,61019,11,2066,2
3801440,9219,14997,5,62171,11
3801441,1951,45759,15,65420,12
3801442,39834,40214,6,47201,1
3801443,56920,42294,6,36101,5
3801444,31937,36919,7,57163,11
3801445,60903,6673,1,17842,2
3801446,18243,12647,7,52271,15
3801447,30308,17372,12,37114,10
3801448,45003,63626,10,12311,7
3801449,64993,20430,14,16761,9
3801450,7833,22723,3,20361,9
3801451,18386,49049,9,27601,1
3801452,49218,37231,15,37269,5
3801453,44398,15474,2,21087,15
3801454,36730,58101,5,11563,11
3801455,47743,43650,2,10544,0
3801456,50924,45202,2,54886,6
3801457,37583,8152,8,63935,15
3801458,11092,6056,8,21421,13
3801459,52253,56880,0,63714,2
3801460,53772,6985,9,59117,13
3801461,24459,14841,9,11296,0
3801462,20497,62047,15,63466,10
3801463,9715,40193,1,22094,14
3801464,35645,55788,12,44090,10
3801465,11212,61508,4,23983,15
3801466,29220,29265,1,57959,7
3801467,29276,56701,13,39375,15
3801468,36758,56628,4,5010,2
3801469,44375,18319,15,11004,12
3801470,62589,64624,0,653,13
3801471,9380,61149,13,10472,8
3801472,55988,25888,0,33320,8
3801473,26934,8661,5,53176,8
3801474,11915,9105,1,21469,13
3801475,37698,16109,13,8381,13
3801476,54239,57988,4,25657,9
3801477,27118,58546,2,4394,10
3801478,3570,55203,3,40041,9
3801479,4973,16647,7,25813,5
3801480,51519,1603,3,46287,15
3801481,13348,20348,12,39726,14
3801482,48469,63726,14,19078,6
3801483,8059,64780,12,10285,13
3801484,16539,41929,9,787,3
3801485,54592,28407,7,59620,4
